0.2;0.3;0.5;0.7;0.8;0.9
21469;21421;21485;21421;21421;21292
21487;21478;21487;21480;21487;21487
21400;21377;21389;21389;21389;21272
21493;21668;21523;21392;21194;21048
21492;21459;21403;21361;21361;21361
21434;21464;21416;21416;21388;21388
21514;21487;21505;21502;21514;21345
21426;21626;21403;21422;21209;21201
