0.2;0.3;0.5;0.7;0.8;0.9
21469;21347;21469;21414;21469;21485
21480;21480;21329;21487;21480;21480
21460;21306;21366;21378;21308;21322
21668;21668;21441;21668;21668;21668
21439;21357;21370;21370;21379;21432
21475;21280;21475;21434;21337;21410
21500;21514;21514;21498;21471;21477
21418;21626;21398;21289;21320;21350
