0.2;0.4;0.6;0.8
21369;21293;21390;21392
21438;21432;21401;21364
21350;21346;21260;21327
21391;21392;21389;21484
21334;21422;21440;21337
21475;21489;21354;21403
21487;21498;21484;21429
21363;21391;21626;21388
